,ASN,CustomerName,CustomerNumber,CustomerSpecific,CustomerType,Ip Address,Number of IpAddress,Order Number,Product Type,ProductClass,RD,RT EXPORT,RT IMPORT,Remark,Sequence Number,ShipToAddress,Status,Subnet Mask,Subnet Type,VRF Name,missingReason,normalizedAccountJoinKey,normalizedServiceJoinKey
,0,Arab investment company,18427,,CORP,87.101.234.0,4,1057176,BBI,,,,,,2,"King abdulaziz Ro. 4009,Central,Riyadh",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1057176 and CustomerNumber->ACCOUNT_NUMBER=18427.,18427,1057176
,0,ETECHS Co,23301,,CORP,87.101.234.112,8,10606111,BBI,,,,,,2,"Judah, Al Wurud, Riyadh 12254 8184) 8184,Central,Riyadh",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10606111 and CustomerNumber->ACCOUNT_NUMBER=23301.,23301,10606111
,0,Dream Net,28267,,CORP,87.101.235.200,8,10675371,BBI,,,,,,1,"Tasheel 01 .,Western,Jeddah",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10675371 and CustomerNumber->ACCOUNT_NUMBER=28267.,28267,10675371
,0,Tejoury,35321,,CORP,87.101.234.8,4,10751691,BBI,,,,,,2,"Tejory JED || 21.513172 39.169147 .,Western,Jeddah",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10751691 and CustomerNumber->ACCOUNT_NUMBER=35321.,35321,10751691
,0,UNITED YOUSEF M. NAGHI CO.LTD,40074,,CORP,87.101.234.136,8,10752811,BBI,,,,,,2,"H.Q -,Western,Jeddah",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10752811 and CustomerNumber->ACCOUNT_NUMBER=40074.,40074,10752811
,0,UNITED YOUSEF M. NAGHI CO.LTD,40074,,CORP,87.101.235.168,8,10752811,BBI,,,,,,1,"H.Q -,Western,Jeddah",Reserved,255.255.255.248,LAN2,,No Siebel row found. Tried Order Number->SERIAL_NUM=10752811 and CustomerNumber->ACCOUNT_NUMBER=40074.,40074,10752811
,0,United Ink Production Co Ltd,40506,,CORP,87.101.235.140,4,10758551,BBI,,,,,,1,"Industrial Area .,Western,Jeddah",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10758551 and CustomerNumber->ACCOUNT_NUMBER=40506.,40506,10758551
,0,BMB International Saudi Arabia,40778,,CORP,87.101.234.204,4,10761951,BBI,,,,,,2,"Imam Soud Bin Abdulaziz Road 0,Central,Riyadh",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10761951 and CustomerNumber->ACCOUNT_NUMBER=40778.,40778,10761951
,0,IBIS HOTEL (Al Mohamadia Al-Motahda Co.),22030,,CORP,87.101.151.192,16,10768951,BBI,,,,,Additional Or#10768952,3,"IBIS HOTEL - (46.67647?  24.71203) Riyadh 62337,Central,Riyadh",Reserved,255.255.255.240,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10768951 and CustomerNumber->ACCOUNT_NUMBER=22030.,22030,10768951
,0,Double Tree By Hilton-Murooj,31970,,CORP,46.38.73.0,16,10777792,BBI,,,,,,4,"DOUBLETREE BY HILTON  Al Mooroj 4933,Central,Riyadh",Reserved,255.255.255.240,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10777792 and CustomerNumber->ACCOUNT_NUMBER=31970.,31970,10777792
"['Jeddah""', '']",0,Dream Net,28267,,CORP,46.38.73.24,8,10778111,BBI,,,,,Western,4,"DN | OFC JED Site 21?30'6.28""N",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10778111 and CustomerNumber->ACCOUNT_NUMBER=28267.,28267,10778111
,0,DOUBLETREE BY HILTON-Dhahran,30403,,CORP,46.38.73.64,16,10778202,BBI,,,,,,4,"AlQashlah St ,Dhahran 4933,Eastern,Dhahran",Reserved,255.255.255.240,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10778202 and CustomerNumber->ACCOUNT_NUMBER=30403.,30403,10778202
,0,Hilton Garden Inn,35825,,CORP,46.38.73.96,16,10778212,BBI,,,,,,4,"Olaya 45234,Central,Riyadh",Reserved,255.255.255.240,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10778212 and CustomerNumber->ACCOUNT_NUMBER=35825.,35825,10778212
,0,NOVOTEL SUITES RIYADH DYAR,31862,,CORP,46.38.73.112,16,10780763,BBI,,,,,,4,"Novotel Riyadh Al Anoud(Dyar) - Olyah St 11234,Central,Riyadh",Reserved,255.255.255.240,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10780763 and CustomerNumber->ACCOUNT_NUMBER=31862.,31862,10780763
,0,Dream Net,28267,,CORP,46.38.73.152,8,10781251,BBI,,,,,,4,"DN | OFC Madina Site 24.395280,Western,Medina",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10781251 and CustomerNumber->ACCOUNT_NUMBER=28267.,28267,10781251
,0,Madinah Hilton,41833,,CORP,46.38.73.128,16,10782122,BBI,,,,,,4,"Madinah Hiltom 223454,Western,Medina",Reserved,255.255.255.240,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10782122 and CustomerNumber->ACCOUNT_NUMBER=41833.,41833,10782122
,0,Hilton Garden Inn Tabuk,32454,,CORP,87.101.151.224,16,10784032,BBI,,,,,,3,"HILTON GARDEN INN (Tabuk) 11232,Northern,Tabuk",Reserved,255.255.255.240,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10784032 and CustomerNumber->ACCOUNT_NUMBER=32454.,32454,10784032
,0,California #  Unit : 2606,45371,,CORP,87.101.235.96,4,10811071,BBI,,,,,,1,"California  Comp #  Unit : 2606 00,Central,Riyadh",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10811071 and CustomerNumber->ACCOUNT_NUMBER=45371.,45371,10811071
,0,Hilton Garden Inn Al Jubail,52920,,CORP,87.101.235.64,8,10888881,BBI,,,,,,1,"Hilton Garden Inn Al Jubail 2134,Eastern,Al Jubail",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10888881 and CustomerNumber->ACCOUNT_NUMBER=52920.,52920,10888881
"['Jeddah""', '']",0,Ibis- Adagio,48354,,CORP,46.38.73.192,16,10896654,BBI,,,,,Western,4,"Malik Road 21 36'10.7""N 39 07'18.1""""E",Reserved,255.255.255.240,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10896654 and CustomerNumber->ACCOUNT_NUMBER=48354.,48354,10896654
,0,Arab Company for pharmaceutical,52206,,CORP,87.101.235.104,8,10897103,BBI,,,,,,1,"Riyadh Rasafy street -,Central,Riyadh",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10897103 and CustomerNumber->ACCOUNT_NUMBER=52206.,52206,10897103
,0,Arab Company for pharmaceutical,52206,,CORP,87.101.235.36,4,10897105,BBI,,,,,,1,"Jed Hamzah Shehata street -,Western,Jeddah",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10897105 and CustomerNumber->ACCOUNT_NUMBER=52206.,52206,10897105
,0,Bank Al-bilad,1385,,CORP,87.101.235.100,4,10900471,BBI,,,,,,1,"New HQ - DC - at Olaiya (King Fahad Road) 123,Central,Riyadh",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10900471 and CustomerNumber->ACCOUNT_NUMBER=1385.,1385,10900471
,0,Bank Al-bilad,1385,,CORP,87.101.235.232,8,10900471,BBI,,,,,,1,"New HQ - DC - at Olaiya (King Fahad Road) 123,Central,Riyadh",Reserved,255.255.255.248,LAN2,,No Siebel row found. Tried Order Number->SERIAL_NUM=10900471 and CustomerNumber->ACCOUNT_NUMBER=1385.,1385,10900471
,0,Charity Committee for orphans care,54585,,CORP,87.101.235.252,4,10946521,BBI,,,,,,1,"HQ - Eastern RR 1234,Central,Riyadh",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10946521 and CustomerNumber->ACCOUNT_NUMBER=54585.,54585,10946521
,0,Assila Investments Co,58227,,CORP,87.101.235.56,4,10960221,BBI,,,,,,1,"Abdullah Alsahmi St, Al Hada 123,Central,Riyadh",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10960221 and CustomerNumber->ACCOUNT_NUMBER=58227.,58227,10960221
,0,Indemnity Outrigger Insurance Agency,58506,,CORP,87.101.235.12,4,10964921,BBI,,,,,,1,"Al Jamjom -,Western,Jeddah",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10964921 and CustomerNumber->ACCOUNT_NUMBER=58506.,58506,10964921
,0,Indemnity Outrigger Insurance Agency,58506,,CORP,87.101.235.88,4,10964923,BBI,,,,,,1,"Kamis -,Southern,Khamis Mushayt",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10964923 and CustomerNumber->ACCOUNT_NUMBER=58506.,58506,10964923
,0,ABV Rock Gruop,5484,,CORP,87.101.235.40,8,10975851,BBI,,,,,,1,"ABV Rock Group HeadOffice Salah Aldeen Street 24.6708556N	46.7263206E 89426,Central,Riyadh",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10975851 and CustomerNumber->ACCOUNT_NUMBER=5484.,5484,10975851
,0,Saudi International Insulation Manufacturing Co. (SIIMCO),51931,,CORP,87.101.235.184,4,10976831,BBI,,,,,,1,"SIIMCO Yanbu -,Western,Yanbu",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10976831 and CustomerNumber->ACCOUNT_NUMBER=51931.,51931,10976831
,0,Sherwin Williams (Premium Paints Company),23495,,CORP,87.101.151.152,8,10990071,BBI,,,,,,3,"New Industrial City Factory 123,Western,Jeddah",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=10990071 and CustomerNumber->ACCOUNT_NUMBER=23495.,23495,10990071
,0,Gulf Real Estate Co,26667,,CORP,87.101.234.40,8,11003921,BBI,,,,,,2,"King Fahd Street - Al-Ghazaf Building - 24.7014259,46.6793007 0,Central,Riyadh",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11003921 and CustomerNumber->ACCOUNT_NUMBER=26667.,26667,11003921
,0,MANTECH SYSTEMS COMPANY,62131,,CORP,87.101.235.152,8,11011321,BBI,,,,,,1,"Riyadh .,Central,Riyadh",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11011321 and CustomerNumber->ACCOUNT_NUMBER=62131.,62131,11011321
,0,Worley Parsons Engineering Consultancies Co,27646,,CORP,87.101.235.128,8,11041401,BBI,,,,,,1,"King Khalid Road, Laysen Valley 0,Central,Riyadh",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11041401 and CustomerNumber->ACCOUNT_NUMBER=27646.,27646,11041401
,0,Four Winds Saudi Arabia Limited,37726,,CORP,87.101.235.0,4,11091931,BBI,,,,,,1,"Jeddah new location -,Western,Jeddah",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11091931 and CustomerNumber->ACCOUNT_NUMBER=37726.,37726,11091931
,0,MegaStar Telecommunications,24166,,CORP,87.101.235.8,4,11118721,BBI,,,,,,1,"KHUMRA 21.346215, 39.211273 0,Western,Jeddah",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11118721 and CustomerNumber->ACCOUNT_NUMBER=24166.,24166,11118721
,0,Pioneers Company - System,69927,,CORP,87.101.235.4,4,11124251,BBI,,,,,,1,"Khomra -,Western,Jeddah",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11124251 and CustomerNumber->ACCOUNT_NUMBER=69927.,69927,11124251
,0,Classic Pvt. Company Ltd.,71128,,CORP,87.101.235.16,4,11140431,BBI,,,,,,1,"Alrehab -,Western,Jeddah",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11140431 and CustomerNumber->ACCOUNT_NUMBER=71128.,71128,11140431
,0,Glow Soft IT Solution Providers Est.,71868,,CORP,87.101.235.24,4,11150415,BBI,,,,,,1,"Dammam .,Eastern,Dammam",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11150415 and CustomerNumber->ACCOUNT_NUMBER=71868.,71868,11150415
,0,Hilton Garden Inn Al Khobar (Ali Bin Sultan  and  Bro. for Tourism),43100,,CORP,46.38.73.208,16,11156621,BBI,,,,,,4,"Hilton Garden Inn Al Khobar (Ali Bin Sultan  and  Bro. for Tourism) 12345,Eastern,Khober",Reserved,255.255.255.240,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11156621 and CustomerNumber->ACCOUNT_NUMBER=43100.,43100,11156621
,0,The Venue Hotel,39941,,CORP,46.38.73.80,16,11160772,BBI,,,,,,4,"The Venue Corniche Rd. Ash Shati -,Western,Jeddah",Reserved,255.255.255.240,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11160772 and CustomerNumber->ACCOUNT_NUMBER=39941.,39941,11160772
,0,The Venue Hotel,39941,,CORP,87.101.235.28,4,11160776,BBI,,,,,,1,"The Venue Corniche Rd. Ash Shati -,Western,Jeddah",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=11160776 and CustomerNumber->ACCOUNT_NUMBER=39941.,39941,11160776
,0,King Faisal School,3799,,RESI,87.101.176.20,4,1004752,BDI,BDI(1:4),,,,,8,"Diplomatic Quarter 94558,Central,Riyadh",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1004752 and CustomerNumber->ACCOUNT_NUMBER=3799.,3799,1004752
,0,King Faisal School,3799,,RESI,87.101.176.48,8,1004752,BDI,BDI(1:4),,,,,8,"Diplomatic Quarter 94558,Central,Riyadh",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1004752 and CustomerNumber->ACCOUNT_NUMBER=3799.,3799,1004752
,0,The Saudi Awwal Bank,10047,,RESI,87.101.197.72,4,1007102,BDI,BDI(1:1),,,,,9,"EHQ (Main Regional Office) building at Eastern area 2212,Eastern,Dammam",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1007102 and CustomerNumber->ACCOUNT_NUMBER=10047.,10047,1007102
,0,The Investor For Securities,3978,,RESI,87.101.156.56,8,1007157,BDI,BDI(1:1),,,,,6,"King Fahad Road - Al_jumaiha Bilding 1234,Central,Riyadh",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1007157 and CustomerNumber->ACCOUNT_NUMBER=3978.,3978,1007157
,0,The Investor For Securities,3978,,RESI,87.101.156.188,4,1007157,BDI,BDI(1:1),,,,,6,"King Fahad Road - Al_jumaiha Bilding 1234,Central,Riyadh",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1007157 and CustomerNumber->ACCOUNT_NUMBER=3978.,3978,1007157
,0,The Investor For Securities,3978,,RESI,87.101.224.192,16,1007157,BDI,BDI(1:1),,,,,13,"King Fahad Road - Al_jumaiha Bilding 1234,Central,Riyadh",Reserved,255.255.255.240,LAN2,,No Siebel row found. Tried Order Number->SERIAL_NUM=1007157 and CustomerNumber->ACCOUNT_NUMBER=3978.,3978,1007157
,0,Advanced Learning Schools,5078,,RESI,87.101.211.40,8,1008917,BDI,BDI(1:1),,,,,11,"Advance Learning Schools 221985,Central,Riyadh",Reserved,255.255.255.248,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1008917 and CustomerNumber->ACCOUNT_NUMBER=5078.,5078,1008917
,0,ARAB COMMERCIAL ENTERPRISES LTD.( INSURANCE) - ACE.,5721,,RESI,87.101.230.32,4,1014097,BDI,BDI(1:4),,,,,4,"60 Street. 726,Central,Riyadh",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1014097 and CustomerNumber->ACCOUNT_NUMBER=5721.,5721,1014097
,0,ARAB COMMERCIAL ENTERPRISES LTD.( INSURANCE) - ACE.,5721,,RESI,87.101.233.144,8,1014097,BDI,BDI(1:4),,,,,2,"60 Street. 726,Central,Riyadh",Reserved,255.255.255.248,LAN2,,No Siebel row found. Tried Order Number->SERIAL_NUM=1014097 and CustomerNumber->ACCOUNT_NUMBER=5721.,5721,1014097
,0,ARAB COMMERCIAL ENTERPRISES LTD.( INSURANCE) - ACE.,5721,,RESI,87.101.230.196,4,1014097,BDI,BDI(1:4),,,,,4,"60 Street. 726,Central,Riyadh",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1014097 and CustomerNumber->ACCOUNT_NUMBER=5721.,5721,1014097
,0,Al Wa'ed Gulf Trade EST - It-absolute,6779,,RESI,87.101.230.248,4,1014141,BDI,BDI(1:4),,,,,4,"Imam Saud with olaiya street - Hamrani Building  HQ 90524,Central,Riyadh",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1014141 and CustomerNumber->ACCOUNT_NUMBER=6779.,6779,1014141
,0,JGC Gulf International Ltd.,6663,,RESI,87.101.181.32,16,1017055,BDI,BDI(1:1),,,,,7,"Dhahran Street 2257,Eastern,Khober",Reserved,255.255.255.240,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1017055 and CustomerNumber->ACCOUNT_NUMBER=6663.,6663,1017055
,0,JGC Gulf International Ltd.,6663,,RESI,46.38.71.112,16,1017055,BDI,BDI(1:1),,,,,81,"Dhahran street Habetute Building 0,Eastern,Khober",Reserved,255.255.255.240,LAN2,,No Siebel row found. Tried Order Number->SERIAL_NUM=1017055 and CustomerNumber->ACCOUNT_NUMBER=6663.,6663,1017055
,0,JGC Gulf International Ltd.,6663,,RESI,87.101.156.144,8,1017055,BDI,BDI(1:1),,,,,6,"Dhahran Street 2257,Eastern,Khober",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1017055 and CustomerNumber->ACCOUNT_NUMBER=6663.,6663,1017055
,0,International Water Distribution Co(Tawzea),6801,,RESI,87.101.185.88,8,1017524,BDI,BDI(1:2),,,,,2,"Sare St. 138886,Western,Jeddah",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1017524 and CustomerNumber->ACCOUNT_NUMBER=6801.,6801,1017524
,0,International Water Distribution Co(Tawzea),6801,,RESI,87.101.185.96,16,1017524,BDI,BDI(1:2),,,,,2,"Sare St. 138886,Western,Jeddah",Reserved,255.255.255.240,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1017524 and CustomerNumber->ACCOUNT_NUMBER=6801.,6801,1017524
,0,Al Wasatah Al Maliah,6184,,RESI,87.101.211.128,8,1019296,BDI,BDI(1:1),,,,,11,"HO, Olaya Street 50315,Central,Riyadh",Reserved,255.255.255.248,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1019296 and CustomerNumber->ACCOUNT_NUMBER=6184.,6184,1019296
,0,Al Wasatah Al Maliah,6184,,RESI,87.101.211.136,4,1019296,BDI,BDI(1:1),,,,,11,"HO, Olaya Street 50315,Central,Riyadh",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1019296 and CustomerNumber->ACCOUNT_NUMBER=6184.,6184,1019296
,0,Prince / Fahad Bin Abdullah Al-Saud office,9073,,RESI,87.101.225.8,8,1021208,BDI,BDI(1:4),,,,,5,"Al-Maader 6166,Central,Riyadh",Reserved,255.255.255.248,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1021208 and CustomerNumber->ACCOUNT_NUMBER=9073.,9073,1021208
,0,jeddah Municipality,7601,,RESI,87.101.182.128,64,1023463,BDI,BDI(1:1),,,,,8,"AL Kornash Road 7687,Western,Jeddah",Reserved,255.255.255.192,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1023463 and CustomerNumber->ACCOUNT_NUMBER=7601.,7601,1023463
,0,jeddah Municipality,7601,,RESI,87.101.182.192,4,1023463,BDI,BDI(1:1),,,,,8,"AL Kornash Road 7687,Western,Jeddah",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1023463 and CustomerNumber->ACCOUNT_NUMBER=7601.,7601,1023463
,0,King Fahd Medical City,8872,,RESI,87.101.176.60,4,1028069,BDI,BDI(1:4),,,,,8,"King Fahd Medical City- Riyadh Korise road. 1234,Central,Riyadh",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1028069 and CustomerNumber->ACCOUNT_NUMBER=8872.,8872,1028069
,0,JCCS - Tawaf Project,11322,,RESI,87.101.176.140,4,1028873,BDI,BDI(1:4),,,,,8,"Tawaf Project HQ, Jersisy Building, Madinah Road 127010,Western,Jeddah",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1028873 and CustomerNumber->ACCOUNT_NUMBER=11322.,11322,1028873
,0,JCCS - Tawaf Project,11322,,RESI,87.101.208.160,8,1028873,BDI,BDI(1:4),,,,,6,"Tawaf Project HQ, Jersisy Building, Madinah Road 127010,Western,Jeddah",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1028873 and CustomerNumber->ACCOUNT_NUMBER=11322.,11322,1028873
,0,MEDGULF,12430,,RESI,128.127.225.160,2,1029890,BDI,BDI(1:1),,,,,115,"MEDGULF-HQ------- 24 40 50.31  ,  46 42 28.16---------- 1234,Central,Riyadh",Reserved,255.255.255.254,LAN3,,No Siebel row found. Tried Order Number->SERIAL_NUM=1029890 and CustomerNumber->ACCOUNT_NUMBER=12430.,12430,1029890
,0,MEDGULF,12430,,RESI,87.101.211.160,32,1029890,BDI,BDI(1:1),,,,,11,"MEDGULF-HQ-Al Maather St 1234,Central,Riyadh",Reserved,255.255.255.224,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1029890 and CustomerNumber->ACCOUNT_NUMBER=12430.,12430,1029890
,0,MEDGULF,12430,,RESI,5.42.226.176,16,1029890,BDI,BDI(1:1),,,,,28,"MEDGULF-HQ-Al Maather St 1234,Central,Riyadh",Reserved,255.255.255.240,LAN2,,No Siebel row found. Tried Order Number->SERIAL_NUM=1029890 and CustomerNumber->ACCOUNT_NUMBER=12430.,12430,1029890
,0,MEDGULF,12430,,RESI,128.127.225.192,64,1029890,BDI,BDI(1:1),,,,,115,"MEDGULF-HQ------- 24 40 50.31  ,  46 42 28.16---------- 1234,Central,Riyadh",Reserved,255.255.255.192,LAN4,,No Siebel row found. Tried Order Number->SERIAL_NUM=1029890 and CustomerNumber->ACCOUNT_NUMBER=12430.,12430,1029890
,0,MEDGULF,12430,,RESI,87.101.182.232,4,1029890,BDI,BDI(1:1),,,,,8,"MEDGULF-HQ-Al Maather St 1234,Central,Riyadh",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1029890 and CustomerNumber->ACCOUNT_NUMBER=12430.,12430,1029890
,0,Prince Ahmed bin Khaled palace,8997,,RESI,87.101.250.0,4,1031571,BDI,BDI(1:1),,,,,16,"Prince Ahmed bin Khaled Palace Takassosi Street 112233,Central,Riyadh",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1031571 and CustomerNumber->ACCOUNT_NUMBER=8997.,8997,1031571
,0,PWC - Price Waterhouse Coopers,2631,,RESI,37.76.229.48,8,1031598,BDI,BDI(1:1),,,,,56,"Dahran St 467,Eastern,Khober",Reserved,255.255.255.248,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1031598 and CustomerNumber->ACCOUNT_NUMBER=2631.,2631,1031598
,0,Prince Khaled Bin Abdullah Palace,12053,,RESI,87.101.250.8,4,1034644,BDI,BDI(1:1),,,,,16,"AL-Morsalat 0000,Central,Riyadh",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1034644 and CustomerNumber->ACCOUNT_NUMBER=12053.,12053,1034644
,0,Prince Khaled Bin Abdullah Palace,12053,,RESI,5.42.251.160,16,1037016,BDI,BDI(1:1),,,,,50,"Al-Madhr area 000,Central,Riyadh",Reserved,255.255.255.240,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1037016 and CustomerNumber->ACCOUNT_NUMBER=12053.,12053,1037016
,0,Prince Mohammed bin Fahad Al-Saud,17327,,CORP,87.101.149.172,4,1049871,BDI,BDI(1:1),,,,,5,"Al-Safarat 5432,Central,Riyadh",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1049871 and CustomerNumber->ACCOUNT_NUMBER=17327.,17327,1049871
,0,Petrol Steel Company Ltd,17577,,CORP,87.101.216.80,8,1050645,BDI,BDI(1:1),,,,,12,"Ras Al Zawr , Maaden Aluminium Shelter project 10162,Eastern,Ras Al-Khair",Reserved,255.255.255.248,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1050645 and CustomerNumber->ACCOUNT_NUMBER=17577.,17577,1050645
,0,oon solution,17767,,CORP,87.101.208.104,4,1052146,BDI,BDI(1:4),,,,,6,"Khulais Branch - Near Thuwal 321,Western,Jeddah",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1052146 and CustomerNumber->ACCOUNT_NUMBER=17767.,17767,1052146
,0,BT Applied Technology,2100,,CORP,87.101.205.32,4,1052203,BDI,BDI(1:1),,,,,10,"South Corniche Road 8732,Western,Jeddah",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1052203 and CustomerNumber->ACCOUNT_NUMBER=2100.,2100,1052203
,0,ALARGAN PROJECTS,17973,,CORP,87.101.137.116,4,1052568,BDI,BDI(1:1),,,,,3,"ARGAN Sales Office - 24.8418482 46.75276 0,Central,Riyadh",Reserved,255.255.255.252,LAN2,,No Siebel row found. Tried Order Number->SERIAL_NUM=1052568 and CustomerNumber->ACCOUNT_NUMBER=17973.,17973,1052568
,0,ALARGAN PROJECTS,17973,,CORP,87.101.149.120,4,1052568,BDI,BDI(1:1),,,,,5,"H.O Exit 1 - 24.730461- 46.587524 1234,Central,Riyadh",Reserved,255.255.255.252,LAN1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1052568 and CustomerNumber->ACCOUNT_NUMBER=17973.,17973,1052568
,0,ALARGAN PROJECTS,17973,,CORP,87.101.149.188,4,1052568,BDI,BDI(1:1),,,,,5,"H.O Exit 1 - 24.730461- 46.587524 1234,Central,Riyadh",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1052568 and CustomerNumber->ACCOUNT_NUMBER=17973.,17973,1052568
,0,Hadia Abdul Latif Jameel Company Ltd.,18359,,CORP,87.101.176.116,4,1054317,BDI,BDI(1:4),,,,,8,"806, Jameel Square, Tahlia Street 15496,Western,Jeddah",Reserved,255.255.255.252,PTP1,,No Siebel row found. Tried Order Number->SERIAL_NUM=1054317 and CustomerNumber->ACCOUNT_NUMBER=18359.,18359,1054317
